epoch,loss,val_loss
55,0.7431133389472961,0.6953882575035095
56,0.7356517910957336,0.709819495677948
57,0.7674100399017334,0.7101091146469116
58,0.7994194030761719,0.8572148680686951
59,0.8683745265007019,0.8374935388565063
60,0.8830509781837463,0.9008880257606506
61,0.938588559627533,0.9019163250923157
62,0.9261960387229919,0.9247098565101624
63,1.019958734512329,0.9247098565101624
64,1.0039643049240112,0.9247098565101624
65,0.9689772725105286,1.0075397491455078
66,1.0200297832489014,1.081308364868164
67,1.1186379194259644,1.081308364868164
68,1.1186378002166748,1.081308364868164
69,1.1156936883926392,1.081308364868164
70,1.1186370849609375,1.081308364868164
71,1.118638038635254,1.081308364868164
72,1.1149206161499023,1.081308364868164
73,1.1112335920333862,1.081308364868164
74,1.1186379194259644,1.081308364868164
75,1.1186355352401733,1.081308364868164
76,1.118638038635254,1.081308364868164
77,1.118638038635254,1.081308364868164
78,1.118638038635254,1.081308364868164
79,1.1149357557296753,1.081308364868164
80,1.118638038635254,1.081308364868164
81,1.1186379194259644,1.081308364868164
82,1.1149356365203857,1.081308364868164
83,1.1186379194259644,1.081308364868164
84,1.1186378002166748,1.081308364868164
85,1.118638038635254,1.081308364868164
86,1.1186379194259644,1.081308364868164
87,1.1186379194259644,1.081308364868164
88,1.1186379194259644,1.081308364868164
89,1.118638038635254,1.081308364868164
90,1.1186378002166748,1.081308364868164
91,1.118638038635254,1.081308364868164
92,1.1112334728240967,1.081308364868164
93,1.1186379194259644,1.081308364868164
94,1.1149355173110962,1.081308364868164
95,1.118617296218872,1.081308364868164
96,1.118638038635254,1.081308364868164
97,1.1186378002166748,1.081308364868164
98,1.118472933769226,1.081308364868164
99,1.118638038635254,1.081308364868164
100,1.1149357557296753,1.081308364868164
101,1.1149357557296753,1.081308364868164
102,1.1097970008850098,1.0075397491455078
103,0.9995431303977966,0.9927860498428345
104,0.9078825116157532,0.7899301052093506
105,0.8660224080085754,0.7839087843894958
106,0.9358553290367126,0.8960882425308228
107,0.8676661252975464,0.7469927072525024
108,0.7472516298294067,0.6891135573387146
109,0.8272084593772888,0.7986627817153931
110,0.8059653639793396,0.7537204623222351
111,0.773465633392334,0.7544031739234924
112,0.7741525769233704,0.7691568732261658
113,0.8078868985176086,0.7691568732261658
114,0.774143397808075,0.7364336848258972
115,0.7553638219833374,0.7248603105545044
116,0.7222905158996582,0.7251280546188354
117,0.7401340007781982,0.7251262664794922
118,0.7492194175720215,0.7250567078590393
119,0.7345282435417175,0.7251216769218445
120,0.7368949055671692,0.7249571084976196
121,0.7344815135002136,0.7102580070495605
122,0.7356554269790649,0.7101420164108276
123,0.7342002391815186,0.7101420164108276
124,0.7331829071044922,0.7101429104804993
125,0.7381129860877991,0.7099809050559998
126,0.749049723148346,0.7067233324050903
127,0.7412042617797852,0.7067680358886719
128,0.7543565630912781,0.7079256772994995
129,0.7491883039474487,0.7078994512557983
130,0.7704846858978271,0.7667073607444763
131,0.8198140859603882,0.7089096307754517
132,0.782879114151001,0.7691568732261658
133,0.8272563219070435,0.7691568732261658
134,0.7787361145019531,0.7101420164108276
135,0.7427142262458801,0.7101420164108276
136,0.7635431885719299,0.7651665806770325
137,0.7622915506362915,0.6953882575035095
138,0.7656126022338867,0.6953809857368469
139,0.7462800145149231,0.6953882575035095
140,0.7406187653541565,0.6953882575035095
141,0.7360284924507141,0.6953882575035095
142,0.7117502689361572,0.7102581858634949
143,0.7604708075523376,0.7293226718902588
144,0.7372458577156067,0.7326380610466003
145,0.7351413369178772,0.7326791882514954
146,0.7646785378456116,0.7474223375320435
147,0.7252243757247925,0.695385754108429
148,0.7191832661628723,0.6952637434005737
149,0.7087198495864868,0.694417417049408
150,0.715735137462616,0.6953341960906982
151,0.7296233177185059,0.6953882575035095
152,0.7017449140548706,0.6953882575035095
153,0.7028989791870117,0.6901393532752991
154,0.7200793623924255,0.6953860521316528
155,0.7204898595809937,0.6953882575035095
156,0.7163043022155762,0.6658808588981628
157,0.7130205035209656,0.6951791644096375
158,0.7123291492462158,0.6953881978988647
159,0.7139860987663269,0.6952955722808838
160,0.6979148387908936,0.6953882575035095
161,0.708676278591156,0.6953882575035095
162,0.6947921514511108,0.6953882575035095
163,0.7155782580375671,0.6636785268783569
164,0.7956869006156921,0.725349485874176
165,0.9052215218544006,0.7104905247688293
166,0.8088509440422058,0.6807507276535034
167,0.8409733176231384,0.695620596408844
168,0.7896378636360168,0.6955710053443909
169,0.7598967552185059,0.662029504776001
170,0.7042858004570007,0.6953822374343872
171,0.7145901918411255,0.6945329308509827
172,0.7089816927909851,0.6916683912277222
173,0.7019321322441101,0.6920211911201477
174,0.7057352066040039,0.6953734755516052
175,0.7053453326225281,0.6921963095664978
176,0.7112730145454407,0.6658808588981628
177,0.7286966443061829,0.6953882575035095
178,0.7116920948028564,0.6658808588981628
179,0.7197574973106384,0.6658808588981628
180,0.7260417342185974,0.6658808588981628
181,0.7342088222503662,0.6658808588981628
182,0.734807550907135,0.6658808588981628
183,0.7273232936859131,0.6658808588981628
184,0.7338789701461792,0.6658808588981628
185,0.7376711964607239,0.6658808588981628
186,0.7357937097549438,0.6658808588981628
187,0.7376625537872314,0.6658808588981628
188,0.724749743938446,0.6658806204795837
189,0.7229442000389099,0.6649341583251953
190,0.7254128456115723,0.6651149392127991
191,0.717022716999054,0.6658808588981628
192,0.711313009262085,0.6617516875267029
193,0.7158353924751282,0.6650820970535278
194,0.7161394953727722,0.665665864944458
195,0.7210950255393982,0.6646331548690796
196,0.7095993161201477,0.656982421875
197,0.7134553790092468,0.6658808588981628
198,0.7097925543785095,0.6622825264930725
199,0.7075902819633484,0.6658787727355957
200,0.7074482440948486,0.66587233543396
201,0.7119378447532654,0.6658808588981628
202,0.7264463305473328,0.6656084060668945
203,0.7221196293830872,0.6658800840377808
204,0.7223448753356934,0.6658801436424255
205,0.7271087765693665,0.6658808588981628
206,0.7488908767700195,0.6658808588981628
207,0.7183405160903931,0.6658808588981628
208,0.7183308005332947,0.6658808588981628
209,0.7171657681465149,0.6658806800842285
210,0.7229697108268738,0.6658808588981628
211,0.7261044979095459,0.6635563373565674
212,0.7199903726577759,0.6647657752037048
213,0.7159891724586487,0.6658808588981628
214,0.7147125601768494,0.6658807992935181
215,0.7213055491447449,0.6658755540847778
216,0.7218047380447388,0.6658808588981628
217,0.7114312052726746,0.6658808588981628
218,0.7257096171379089,0.6658808588981628
219,0.7438687086105347,0.6807507276535034
220,0.7811553478240967,0.6807507276535034
221,0.7724218964576721,0.6658806204795837
222,0.7299253940582275,0.6658742427825928
223,0.7100438475608826,0.6658808588981628
224,0.7124119400978088,0.6658807396888733
225,0.7115247249603271,0.6658808588981628
226,0.7122437953948975,0.6658808588981628
227,0.7162355780601501,0.6623877286911011
228,0.7114145159721375,0.665814995765686
229,0.7220689654350281,0.6657994985580444
230,0.7127920985221863,0.6658808588981628
231,0.7266902923583984,0.6658806800842285
232,0.7225641012191772,0.6658284068107605
233,0.7186005115509033,0.6625639796257019
234,0.7070030570030212,0.6658808588981628
235,0.7249736785888672,0.6658808588981628
236,0.7088907361030579,0.6648856401443481
237,0.7116291522979736,0.6631436347961426
238,0.7071549892425537,0.6609866619110107
239,0.7137829065322876,0.6658800840377808
240,0.7098296880722046,0.6658717393875122
241,0.715743899345398,0.6658808588981628
242,0.7208686470985413,0.6658807396888733
243,0.7172586917877197,0.6658808588981628
244,0.7301693558692932,0.6633522510528564
245,0.7204521894454956,0.6630682349205017
246,0.7148357629776001,0.6658808588981628
247,0.7137121558189392,0.6645538210868835
248,0.7113739848136902,0.6658808588981628
249,0.7265504598617554,0.6658808588981628
250,0.7395464777946472,0.6896559596061707
251,0.7339205741882324,0.6658641695976257
252,0.7082520127296448,0.6626502871513367
253,0.7198687791824341,0.6658718585968018
254,0.7256402969360352,0.6658779978752136
255,0.7336856722831726,0.6658808588981628
256,0.7367696762084961,0.6654444336891174
257,0.71711266040802,0.6641958951950073
258,0.7152950167655945,0.6656986474990845
259,0.7165751457214355,0.6658808588981628
260,0.7266637086868286,0.6658808588981628
261,0.7173503637313843,0.6658808588981628
262,0.7162890434265137,0.6658808588981628
263,0.7194250822067261,0.6658808588981628
264,0.7150865197181702,0.6632819175720215
265,0.7092261910438538,0.6658808588981628
266,0.7226911783218384,0.6658808588981628
267,0.7122129797935486,0.6657060980796814
268,0.7030788660049438,0.6658715009689331
269,0.7059943079948425,0.6658802628517151
270,0.7148952484130859,0.6806345582008362
271,0.7179557681083679,0.6806345582008362
272,0.7156819701194763,0.6927313208580017
273,0.7111731171607971,0.7101420164108276
274,0.7156819105148315,0.7072141170501709
275,0.718155026435852,0.7101418375968933
276,0.7153687477111816,0.7101420164108276
277,0.717728316783905,0.7101420164108276
278,0.7230438590049744,0.7101420164108276
279,0.7237669825553894,0.7100480198860168
280,0.7146631479263306,0.7100887894630432
281,0.7175300717353821,0.7248982787132263
282,0.7237246036529541,0.695620596408844
283,0.7212181091308594,0.695620596408844
284,0.7283309698104858,0.695620596408844
285,0.7219203114509583,0.695620596408844
286,0.7251982092857361,0.695620596408844
287,0.7184692621231079,0.6806345582008362
288,0.7194093465805054,0.6806344389915466
289,0.7113093137741089,0.6806345582008362
290,0.7208999991416931,0.6806345582008362
291,0.7240891456604004,0.695620596408844
292,0.716286301612854,0.695620596408844
293,0.7200230360031128,0.6937667727470398
294,0.7190752625465393,0.695620596408844
295,0.7272523045539856,0.6956205368041992
296,0.7252085208892822,0.665858268737793
297,0.7125548124313354,0.6658793687820435
298,0.7156224250793457,0.6658808588981628
299,0.7198532223701477,0.6658808588981628
300,0.7188942432403564,0.6658808588981628
301,0.7181472778320312,0.6658808588981628
302,0.7173177599906921,0.6642080545425415
303,0.7185713052749634,0.6658808588981628
304,0.7194132208824158,0.6658808588981628
305,0.7200254797935486,0.6658808588981628
306,0.7413247227668762,0.6658808588981628
307,0.7386898994445801,0.6658808588981628
308,0.7387523651123047,0.6658604145050049
309,0.7418003082275391,0.6658796072006226
310,0.725680410861969,0.6658808588981628
311,0.715575098991394,0.6643810272216797
312,0.7091135382652283,0.662616491317749
313,0.706264317035675,0.6623392701148987
314,0.7117151021957397,0.6658808588981628
315,0.7051740884780884,0.6658808588981628
316,0.7248522043228149,0.6658808588981628
317,0.7134590148925781,0.6658807992935181
318,0.721477210521698,0.659622073173523
319,0.7135123610496521,0.6654529571533203
320,0.7305713295936584,0.6658807992935181
321,0.7198857069015503,0.665035605430603
322,0.7123419046401978,0.654971182346344
323,0.709707498550415,0.6658793687820435
324,0.7081464529037476,0.6658808588981628
325,0.7091572880744934,0.6652341485023499
326,0.7150405645370483,0.6658784747123718
327,0.7144284844398499,0.6658791303634644
328,0.7088314294815063,0.6658720970153809
329,0.7162555456161499,0.665880560874939
330,0.7187162041664124,0.6658808588981628
331,0.7100250124931335,0.6658808588981628
332,0.7125126719474792,0.6658808588981628
333,0.7118194103240967,0.6658808588981628
334,0.715679943561554,0.6658808588981628
335,0.7124753594398499,0.6658784747123718
336,0.7124753594398499,0.6635090112686157
337,0.7124258875846863,0.6658808588981628
338,0.7126083374023438,0.6657229065895081
339,0.708773136138916,0.6658808588981628
340,0.7085877060890198,0.6658808588981628
341,0.7117457985877991,0.6805242300033569
342,0.7235378623008728,0.6806345582008362
343,0.7155519127845764,0.6658808588981628
344,0.7182862758636475,0.6658808588981628
345,0.711714506149292,0.6658217310905457
346,0.7125375270843506,0.6658808588981628
347,0.75307297706604,0.7248954772949219
348,0.7755271792411804,0.724895715713501
349,0.7752667665481567,0.724895715713501
350,0.7749127149581909,0.724895715713501
351,0.7754196524620056,0.7220175266265869
352,0.7675839066505432,0.724895715713501
353,0.7518008947372437,0.6807507276535034
354,0.7274690270423889,0.6658808588981628
355,0.7175685167312622,0.6658808588981628
356,0.7194132804870605,0.6658808588981628
357,0.7150770425796509,0.6658808588981628
358,0.7184234261512756,0.6658808588981628
359,0.7160415053367615,0.6658808588981628
360,0.7088609933853149,0.6658808588981628
361,0.7301784753799438,0.724895715713501
362,0.756094753742218,0.724895715713501
363,0.7722358107566833,0.7212074995040894
364,0.7699581980705261,0.724895715713501
365,0.771092414855957,0.724895715713501
366,0.77474445104599,0.7211979627609253
367,0.7706785798072815,0.724890947341919
368,0.7700969576835632,0.7246364951133728
369,0.7717686891555786,0.724895715713501
370,0.7717657685279846,0.724895715713501
371,0.7666289806365967,0.724895715713501
372,0.7384365797042847,0.6650607585906982
373,0.7273421883583069,0.66556316614151
374,0.7199199199676514,0.6627601385116577
375,0.7264575362205505,0.6658808588981628
376,0.7124436497688293,0.6658808588981628
377,0.7087355256080627,0.6658808588981628
378,0.7078679203987122,0.6658808588981628
379,0.7125603556632996,0.6658808588981628
380,0.7119506001472473,0.6658808588981628
381,0.7088314294815063,0.6658808588981628
382,0.7088165879249573,0.6658808588981628
383,0.7125627994537354,0.6658808588981628
384,0.7156409025192261,0.6658808588981628
385,0.7153700590133667,0.6658807396888733
386,0.7194132804870605,0.6658808588981628
387,0.7194122076034546,0.6658808588981628
388,0.711933434009552,0.6658808588981628
389,0.7119502425193787,0.6658808588981628
390,0.7156760096549988,0.6658808588981628
391,0.7156522274017334,0.6658808588981628
392,0.712531328201294,0.6658808588981628
393,0.7156819701194763,0.6658808588981628
394,0.713535726070404,0.6658651232719421
395,0.7077386379241943,0.6637753248214722
396,0.7123364806175232,0.6658808588981628
397,0.711881160736084,0.6650514602661133
398,0.7309193015098572,0.665729820728302
399,0.7208813428878784,0.6654423475265503
400,0.7150628566741943,0.6658808588981628
401,0.7117757201194763,0.6658808588981628
402,0.7117684483528137,0.6658808588981628
403,0.7146939635276794,0.6658808588981628
404,0.7155061364173889,0.6658808588981628
405,0.7154778838157654,0.6658808588981628
406,0.7117536067962646,0.6658808588981628
407,0.7154918909072876,0.6658808588981628
408,0.7227198481559753,0.6658808588981628
409,0.7191218137741089,0.6658808588981628
410,0.726701021194458,0.6623083353042603
411,0.7225773334503174,0.6658808588981628
412,0.7228274941444397,0.6658808588981628
413,0.7187263369560242,0.66630619764328
414,0.7162677049636841,0.6658856272697449
415,0.7225868105888367,0.6658808588981628
416,0.717721700668335,0.6658808588981628
417,0.7155035734176636,0.6658808588981628
418,0.7155069708824158,0.6658808588981628
419,0.7145867347717285,0.6658808588981628
420,0.7175938487052917,0.6658807992935181
421,0.7192384004592896,0.6658808588981628
422,0.7229658365249634,0.6647983193397522
423,0.7191205024719238,0.6658808588981628
424,0.7191279530525208,0.6658808588981628
425,0.710708737373352,0.6658808588981628
426,0.7155070304870605,0.6658799648284912
427,0.715506911277771,0.6657808423042297
428,0.7148473858833313,0.6658808588981628
429,0.7176612615585327,0.6658808588981628
430,0.7208536863327026,0.6658808588981628
431,0.714213490486145,0.6658808588981628
432,0.7125598192214966,0.6658808588981628
433,0.7140121459960938,0.6658808588981628
434,0.7139228582382202,0.6658808588981628
435,0.7117670178413391,0.6658808588981628
436,0.7152086496353149,0.6650305390357971
437,0.7131708264350891,0.6658522486686707
438,0.7116862535476685,0.6658808588981628
439,0.7142946124076843,0.6658808588981628
440,0.7155057191848755,0.6658808588981628
441,0.7115785479545593,0.6658801436424255
442,0.7117750644683838,0.6658808588981628
443,0.7128502726554871,0.6658522486686707
444,0.7128627896308899,0.6658808588981628
445,0.7155036926269531,0.6658808588981628
446,0.7129634618759155,0.6658808588981628
447,0.7131897807121277,0.6658459901809692
448,0.7143644094467163,0.6658808588981628
449,0.7249927520751953,0.6806345582008362
450,0.7300608158111572,0.6806345582008362
451,0.7337847948074341,0.680692732334137
452,0.7320958971977234,0.6806345582008362
453,0.7238864898681641,0.6817833781242371
454,0.732354998588562,0.6953882575035095
455,0.7316262722015381,0.6953882575035095
456,0.7214787006378174,0.6953882575035095
457,0.717439591884613,0.6806345582008362
458,0.7183634042739868,0.6953881978988647
459,0.7311913967132568,0.6953862309455872
460,0.7263246178627014,0.6953882575035095
461,0.7239776253700256,0.6833652853965759
462,0.7179824709892273,0.6806306838989258
463,0.7157956957817078,0.6806345582008362
464,0.7128593921661377,0.6658807992935181
465,0.7057733535766602,0.6658808588981628
466,0.7156476974487305,0.6953881978988647
467,0.7142290472984314,0.6953882575035095
468,0.7174012660980225,0.6937575340270996
469,0.7235805988311768,0.6953882575035095
470,0.720506489276886,0.6953882575035095
471,0.7247517704963684,0.7034040689468384
472,0.7266868948936462,0.688650369644165
473,0.7195590734481812,0.688650369644165
474,0.721104085445404,0.688650369644165
475,0.7247452139854431,0.6886500120162964
476,0.7232610583305359,0.6738969683647156
477,0.7207983732223511,0.6738966703414917
478,0.7136948704719543,0.6658808588981628
479,0.7259789109230042,0.688650369644165
480,0.7560890316963196,0.7182739973068237
481,0.7741578817367554,0.7029974460601807
482,0.7522869110107422,0.6886503100395203
483,0.7365750074386597,0.7181578278541565
484,0.7484009861946106,0.7181578278541565
485,0.7713223099708557,0.7771726846694946
486,0.7769259810447693,0.7181578278541565
487,0.7592449188232422,0.688650369644165
488,0.7462829351425171,0.6658808588981628
489,0.7553002238273621,0.73964923620224
490,0.7666963934898376,0.7396494150161743
491,0.7193426489830017,0.6658808588981628
492,0.7062953114509583,0.6658807396888733
493,0.7062323093414307,0.6627374291419983
494,0.7094060182571411,0.6658808588981628
495,0.7088688015937805,0.6658808588981628
496,0.7136948704719543,0.6628326177597046
497,0.716642439365387,0.6658808588981628
498,0.7121238112449646,0.6658808588981628
499,0.7166730165481567,0.6658691763877869
